feature_id,mean_surprise,mean__neutral,delta,nonzero_rate_surprise,nonzero_rate__neutral,n_surprise,n__neutral
73152,0.49677106738090515,0.0051749697886407375,0.4915961027145386,1.0,0.125,288,288
85930,0.833853006362915,0.396720826625824,0.43713217973709106,1.0,1.0,288,288
37706,0.3139968514442444,0.00014781951904296875,0.3138490319252014,1.0,0.003472222222222222,288,288
102152,0.2944979667663574,0.0003124144277535379,0.2941855490207672,1.0,0.006944444444444444,288,288
6158,0.22618824243545532,0.0003387199540156871,0.22584952414035797,1.0,0.006944444444444444,288,288
111283,0.19896867871284485,0.002313105622306466,0.19665557146072388,1.0,0.3888888888888889,288,288
95218,0.1966448426246643,0.0026121586561203003,0.194032683968544,1.0,0.09027777777777778,288,288
22580,0.44865882396698,0.2774607837200165,0.1711980402469635,1.0,1.0,288,288
30224,0.16329151391983032,4.2756397306220606e-05,0.16324876248836517,1.0,0.003472222222222222,288,288
13408,0.15416482090950012,0.00010193718480877578,0.154062882065773,1.0,0.006944444444444444,288,288
41601,0.13807031512260437,0.00028545656823553145,0.13778485357761383,1.0,0.010416666666666666,288,288
124364,0.15400473773479462,0.03009806014597416,0.1239066794514656,1.0,0.3368055555555556,288,288
89771,0.11638537794351578,0.00017208523058798164,0.11621329188346863,0.9895833333333334,0.003472222222222222,288,288
14983,0.10973313450813293,0.00023502773547079414,0.10949810594320297,1.0,0.003472222222222222,288,288
126082,0.1063479334115982,0.00027596286963671446,0.10607197135686874,1.0,0.03819444444444445,288,288
20759,0.09680112451314926,0.0002415842463960871,0.096559539437294,0.9930555555555556,0.03125,288,288
72120,0.11287499964237213,0.016458608210086823,0.09641639143228531,0.9340277777777778,0.3020833333333333,288,288
28622,0.09594779461622238,0.00022630889725405723,0.09572148323059082,1.0,0.013888888888888888,288,288
76896,0.08986885845661163,6.465447950176895e-05,0.08980420231819153,1.0,0.013888888888888888,288,288
40595,0.08927598595619202,5.3458745242096484e-05,0.08922252804040909,0.9618055555555556,0.003472222222222222,288,288
39757,0.09995953738689423,0.012689420022070408,0.08727011829614639,0.8784722222222222,0.3611111111111111,288,288
68950,0.08589119464159012,0.00031153360032476485,0.08557966351509094,1.0,0.003472222222222222,288,288
86067,0.0824904814362526,0.001379933673888445,0.08111054450273514,0.8055555555555556,0.11458333333333333,288,288
130199,0.08077728748321533,0.0001965893607120961,0.0805806964635849,0.9965277777777778,0.006944444444444444,288,288
21204,0.10833803564310074,0.028738703578710556,0.07959933578968048,1.0,0.75,288,288
90972,0.07934833317995071,7.559193181805313e-05,0.07927273958921432,1.0,0.013888888888888888,288,288
81119,0.07180611044168472,0.00012125074863433838,0.07168485969305038,1.0,0.03125,288,288
52082,0.06946177035570145,0.0007691317005082965,0.0686926394701004,0.9965277777777778,0.06944444444444445,288,288
25349,0.06652694940567017,4.940562939736992e-05,0.06647754460573196,0.9895833333333334,0.003472222222222222,288,288
78970,0.06627274304628372,1.23646523206844e-05,0.06626037508249283,0.9930555555555556,0.003472222222222222,288,288
92307,0.06623787432909012,0.00014307763194665313,0.0660947933793068,1.0,0.013888888888888888,288,288
73143,0.0671144425868988,0.002638389589264989,0.06447605043649673,0.9930555555555556,0.041666666666666664,288,288
71024,0.06407570838928223,4.0590763092041016e-05,0.06403511762619019,1.0,0.006944444444444444,288,288
51250,0.06144920364022255,7.475746679119766e-05,0.061374444514513016,1.0,0.003472222222222222,288,288
51300,0.0625121146440506,0.0014419092331081629,0.06107020378112793,0.9513888888888888,0.04513888888888889,288,288
23165,0.13441599905490875,0.07359272986650467,0.06082326918840408,1.0,0.8090277777777778,288,288
115695,0.057634882628917694,0.000403950602049008,0.057230930775403976,1.0,0.03819444444444445,288,288
13585,0.05721435323357582,0.00014266371726989746,0.05707168951630592,1.0,0.027777777777777776,288,288
101707,0.055568285286426544,5.902184420847334e-05,0.055509261786937714,1.0,0.003472222222222222,288,288
124732,0.05226058512926102,0.0002435876231174916,0.05201699584722519,0.9826388888888888,0.08680555555555555,288,288
123157,0.05169171094894409,9.307017171522602e-05,0.05159864202141762,0.9652777777777778,0.010416666666666666,288,288
60675,0.051366228610277176,0.0001565350394230336,0.051209691911935806,0.9375,0.024305555555555556,288,288
41006,0.058505747467279434,0.007778581697493792,0.05072716623544693,1.0,0.2951388888888889,288,288
84417,0.049549419432878494,0.0001263055601157248,0.04942311346530914,1.0,0.013888888888888888,288,288
30744,0.04893363639712334,5.596213668468408e-06,0.04892804101109505,0.9513888888888888,0.003472222222222222,288,288
24860,0.04810871183872223,0.0001631710329093039,0.0479455403983593,1.0,0.017361111111111112,288,288
37242,0.04781815782189369,1.3374619811656885e-05,0.047804784029722214,0.96875,0.006944444444444444,288,288
117830,0.04782617464661598,0.0004259215493220836,0.047400254756212234,0.9965277777777778,0.041666666666666664,288,288
10514,0.047651272267103195,0.00033134553814306855,0.0473199263215065,0.9861111111111112,0.0625,288,288
58048,0.047317128628492355,0.00016191269969567657,0.047155216336250305,0.9791666666666666,0.003472222222222222,288,288
