feature_id,delta_surprise_vs_neutral,mean_surprise,mean_afraid,mean_neutral_from_s,specificity,paired_t,subcat_coverage,epistemic_verdict,verdict
127526,0.6508885025978088,0.6516087651252747,0.6798536777496338,0.0007202890119515359,0.48939290718963707,0.0,0,narrow_or_none,conflate
23498,0.6505645513534546,0.6937696933746338,0.7143452763557434,0.0432051382958889,0.49269357658622054,-1.277816894877244,0,narrow_or_none,conflate
95838,0.6385334730148315,0.641117513179779,0.6292025446891785,0.0025840401649475098,0.5046893533004118,0.0,0,narrow_or_none,conflate
94071,0.43534934520721436,1.043997883796692,1.05126953125,0.6086485385894775,0.4982645069717366,6.064335272787923,4,epistemic,epistemic
27725,0.36635178327560425,0.37100136280059814,0.4182247519493103,0.004649574402719736,0.47008187613797536,0.0,0,narrow_or_none,conflate
16764,0.3393293023109436,0.3397604823112488,0.30649736523628235,0.00043116675806231797,0.5257343610854938,0.0,0,narrow_or_none,conflate
111222,0.33829960227012634,0.3386213481426239,0.32151666283607483,0.0003217458724975586,0.5129546088188242,0.0,0,narrow_or_none,conflate
53351,0.26316124200820923,0.26672202348709106,0.25360381603240967,0.003560781478881836,0.5126047769002215,0.0,0,narrow_or_none,conflate
123743,0.25164905190467834,0.2517552375793457,0.23864200711250305,0.00010618401574902236,0.5133689614601721,0.0,0,narrow_or_none,conflate
83938,0.24617181718349457,0.24632801115512848,0.26313698291778564,0.00015619065379723907,0.4835023613369459,0.0,0,narrow_or_none,conflate
92284,0.23314057290554047,0.26064494252204895,0.18578237295150757,0.027504367753863335,0.5838450059906378,0.0,0,narrow_or_none,conflate
61121,0.23204448819160461,0.23246516287326813,0.23613272607326508,0.0004206763405818492,0.4960856040352077,0.0,0,narrow_or_none,conflate
55388,0.2038203775882721,0.20383961498737335,0.2258359044790268,1.923243144119624e-05,0.4744024999097332,0.0,0,narrow_or_none,conflate
45135,0.19965171813964844,0.20007938146591187,0.22070513665676117,0.00042766996193677187,0.4754901793164423,0.0,0,narrow_or_none,conflate
67883,0.1777142435312271,0.17826144397258759,0.20799612998962402,0.0005471971235238016,0.4615080570095701,0.0,0,narrow_or_none,conflate
15217,0.16307105123996735,0.3046756386756897,0.3161167502403259,0.14160458743572235,0.49078428365303983,0.25336979758102307,0,narrow_or_none,conflate
63898,0.1540210247039795,0.5824059247970581,0.5687472224235535,0.4283849000930786,0.5059321778957581,1.1011402668699983,2,narrow_or_none,conflate
4087,0.14969515800476074,0.1498878300189972,0.15985924005508423,0.00019266869639977813,0.483902385519784,0.0,0,narrow_or_none,conflate
65309,0.14384543895721436,0.14428578317165375,0.1306387484073639,0.0004403458733577281,0.5248176927874154,0.0,0,narrow_or_none,conflate
100031,0.13859575986862183,0.14011041820049286,0.1620686948299408,0.0015146633377298713,0.463665251810869,0.0,0,narrow_or_none,conflate
26675,0.1375095248222351,0.15903721749782562,0.15390139818191528,0.021527687087655067,0.5082041695244576,-1.0000000257625303,0,narrow_or_none,conflate
105136,0.13094404339790344,0.17617161571979523,0.17873699963092804,0.04522757977247238,0.4963844542383042,0.0,0,narrow_or_none,conflate
55997,0.1269974261522293,0.12700673937797546,0.1318480223417282,9.318192496721167e-06,0.49064675452541,0.0,0,narrow_or_none,conflate
66272,0.12081179767847061,0.12734204530715942,0.12463487684726715,0.006530248560011387,0.5053698523203033,0.999999990360887,0,narrow_or_none,conflate
39055,0.12071352452039719,0.12093266099691391,0.11679111421108246,0.00021913315868005157,0.5087086984985235,0.0,0,narrow_or_none,conflate
25262,0.11782647669315338,0.11965342611074448,0.11453104019165039,0.0018269486026838422,0.510934465746224,2.3635371399622653,0,narrow_or_none,conflate
66180,0.11580750346183777,0.11637189984321594,0.10976462811231613,0.0005643963813781738,0.5146067567613078,0.9999999418788392,0,narrow_or_none,conflate
9380,0.11174644529819489,0.1119312196969986,0.1215355396270752,0.000184777716640383,0.47942902275268,0.0,0,narrow_or_none,conflate
18697,0.10956326127052307,0.11039847880601883,0.10804403573274612,0.0008352200384251773,0.5053868458357345,0.0,0,narrow_or_none,conflate
73060,0.10651849210262299,0.17979176342487335,0.18055766820907593,0.07327327132225037,0.4989358902933387,-2.4452009584538725,0,narrow_or_none,conflate
125727,0.10610116273164749,0.10618826746940613,0.1144178956747055,8.710225665709004e-05,0.48134551007320936,0.0,0,narrow_or_none,conflate
70318,0.10439719259738922,0.10536715388298035,0.09994462877511978,0.0009699579677544534,0.5132030871085334,0.0,0,narrow_or_none,conflate
57138,0.10253090411424637,0.1026875451207161,0.13453398644924164,0.0001566376886330545,0.43287433297807626,0.0,0,narrow_or_none,conflate
