feature_id,delta_surprise_vs_neutral,mean_surprise,mean_afraid,mean_neutral_from_s,specificity,paired_t,subcat_coverage,epistemic_verdict,verdict
105984,0.09892278909683228,0.0991668701171875,0.09720330685377121,0.0002440810203552246,0.5049970756749768,0.0,0,narrow_or_none,conflate
52232,0.09875095635652542,0.09901043027639389,0.09690646082162857,0.0002594722609501332,0.5053669663423265,0.0,0,narrow_or_none,conflate
29882,0.09852942824363708,0.09869187325239182,0.0946059450507164,0.00016244252037722617,0.5105663558565318,0.0,0,narrow_or_none,conflate
26753,0.09190741181373596,0.14930661022663116,0.14712823927402496,0.057399194687604904,0.5036725837247317,-2.3199078870676764,1,narrow_or_none,conflate
20719,0.08831805735826492,0.08833412081003189,0.17390656471252441,1.6066762327682227e-05,0.33684240792615705,0.0,0,narrow_or_none,other
79773,0.08571478724479675,0.08600820600986481,0.08342865109443665,0.00029342042398639023,0.5076091463840955,0.0,0,narrow_or_none,conflate
60,0.08312200009822845,0.08398541063070297,0.08632136881351471,0.000863409717567265,0.49313901516877806,0.0,0,narrow_or_none,conflate
54468,0.08242116123437881,0.08256305754184723,0.08967577666044235,0.00014189879584591836,0.47934937887178786,0.0,0,narrow_or_none,conflate
53994,0.08191262185573578,0.08208772540092468,0.07634827494621277,0.00017510520410723984,0.5181095654491655,0.0,0,narrow_or_none,conflate
33416,0.08149715512990952,0.08166967332363129,0.08578788489103317,0.0001725157053442672,0.4877008030783309,0.0,0,narrow_or_none,conflate
11153,0.08146672695875168,0.08464181423187256,0.09109549224376678,0.0031750863417983055,0.48163554053370555,1.0000001091073145,0,narrow_or_none,conflate
1186,0.07856041193008423,0.10531911253929138,0.10852757096290588,0.026758696883916855,0.49249592426943095,-1.000000056843643,0,narrow_or_none,conflate
63854,0.07765249162912369,0.07838397473096848,0.08131488412618637,0.000731481472030282,0.49082056359911885,0.0,0,narrow_or_none,conflate
30156,0.07754157483577728,0.07755030691623688,0.07279202342033386,8.735391929803882e-06,0.5158213985457585,0.0,0,narrow_or_none,conflate
12827,0.07707171887159348,0.07861517369747162,0.049890536814928055,0.001543452381156385,0.6117592877757617,0.0,0,narrow_or_none,other
17925,0.07677146792411804,0.18115445971488953,0.18088510632514954,0.10438299179077148,0.5003706123220876,0.0,0,narrow_or_none,conflate
6727,0.07620473206043243,0.07687054574489594,0.07870946824550629,0.000665817002300173,0.49408693113182867,0.0,0,narrow_or_none,conflate
