feature_id,mean_surprise,mean__neutral,delta,nonzero_rate_surprise,nonzero_rate__neutral,n_surprise,n__neutral
110120,0.9036670327186584,0.30420154333114624,0.5994654893875122,1.0,1.0,288,288
26093,0.5529200434684753,0.002811176935210824,0.5501088500022888,1.0,0.09375,288,288
4689,0.3256644010543823,0.00015083949256222695,0.3255135715007782,1.0,0.010416666666666666,288,288
128136,0.6124945878982544,0.2885732650756836,0.3239213228225708,1.0,1.0,288,288
49061,0.2690433859825134,0.0009353425703011453,0.2681080400943756,1.0,0.006944444444444444,288,288
50719,0.256030410528183,0.003645138582214713,0.2523852586746216,1.0,0.1284722222222222,288,288
108069,0.2452848255634308,0.00010204315185546875,0.24518278241157532,1.0,0.003472222222222222,288,288
75406,0.2162151336669922,0.00037617154885083437,0.2158389687538147,1.0,0.003472222222222222,288,288
103338,0.17529639601707458,0.0001380642206640914,0.1751583367586136,1.0,0.013888888888888888,288,288
130721,0.14459265768527985,0.00013323624443728477,0.14445942640304565,1.0,0.006944444444444444,288,288
118105,0.12546220421791077,0.000370025634765625,0.12509217858314514,0.9861111111111112,0.003472222222222222,288,288
20787,0.11933641880750656,0.00016822252655401826,0.11916819959878922,1.0,0.017361111111111112,288,288
74718,0.11103635281324387,5.7392651797272265e-05,0.11097896099090576,1.0,0.006944444444444444,288,288
66039,0.11626561731100082,0.016635725274682045,0.09962989389896393,0.8784722222222222,0.3854166666666667,288,288
62780,0.10903193801641464,0.01307841669768095,0.09595352411270142,0.8923611111111112,0.24305555555555555,288,288
48382,0.09525939077138901,1.986821553146001e-05,0.09523952007293701,1.0,0.003472222222222222,288,288
112390,0.1101769357919693,0.017378758639097214,0.09279817342758179,1.0,0.19791666666666666,288,288
118471,0.08868900686502457,0.00020778179168701172,0.08848122507333755,1.0,0.006944444444444444,288,288
36835,0.07807554304599762,0.0010749796638265252,0.07700056582689285,0.8680555555555556,0.1284722222222222,288,288
121369,0.09767775982618332,0.02091498300433159,0.07676278054714203,1.0,0.6736111111111112,288,288
81545,0.07496918737888336,0.0001960065565072,0.07477317750453949,1.0,0.006944444444444444,288,288
41601,0.07266733050346375,0.0003302594122942537,0.0723370686173439,1.0,0.04861111111111111,288,288
19933,0.07082562893629074,0.0002679427561815828,0.07055768370628357,1.0,0.013888888888888888,288,288
32849,0.06465620547533035,0.0003194097080267966,0.06433679908514023,1.0,0.027777777777777776,288,288
93796,0.06262320280075073,0.00011811157310148701,0.0625050887465477,0.9930555555555556,0.04861111111111111,288,288
76849,0.06168248876929283,0.00018861558055505157,0.061493873596191406,1.0,0.003472222222222222,288,288
118084,0.06132075563073158,0.00010025832307292148,0.06122049689292908,1.0,0.020833333333333332,288,288
85437,0.060826368629932404,0.00011730194091796875,0.060709066689014435,1.0,0.003472222222222222,288,288
112689,0.1530550867319107,0.10060792416334152,0.05244716256856918,1.0,0.9513888888888888,288,288
82035,0.0504956915974617,4.1508013964630663e-05,0.05045418441295624,1.0,0.013888888888888888,288,288
9417,0.04987563192844391,1.0622872650856152e-05,0.049865007400512695,1.0,0.003472222222222222,288,288
53458,0.04787791520357132,3.733899939106777e-05,0.047840576618909836,1.0,0.017361111111111112,288,288
124529,0.055604830384254456,0.00844844151288271,0.04715638980269432,1.0,0.2986111111111111,288,288
24411,0.10791190713644028,0.06091924384236336,0.04699266329407692,1.0,0.8090277777777778,288,288
92068,0.046704068779945374,0.0003169675765093416,0.04638710245490074,0.9270833333333334,0.03819444444444445,288,288
67674,0.04630459472537041,9.719696390675381e-05,0.04620739817619324,0.8923611111111112,0.006944444444444444,288,288
105192,0.04599165916442871,0.0003029372892342508,0.04568872228264809,0.9444444444444444,0.027777777777777776,288,288
22433,0.04467303305864334,0.0018412239151075482,0.04283180832862854,0.9479166666666666,0.06944444444444445,288,288
78408,0.047011587768793106,0.0050209942273795605,0.04199059307575226,1.0,0.5694444444444444,288,288
118687,0.04156164824962616,0.000203539922949858,0.041358109563589096,0.96875,0.020833333333333332,288,288
13276,0.043653395026922226,0.0026603606529533863,0.04099303483963013,1.0,0.3263888888888889,288,288
75516,0.04523017629981041,0.004351606126874685,0.040878571569919586,0.9930555555555556,0.2152777777777778,288,288
111982,0.04102335870265961,0.00015301340317819268,0.04087034612894058,0.9722222222222222,0.020833333333333332,288,288
11273,0.040885500609874725,0.0002575218677520752,0.04062797874212265,0.8958333333333334,0.04513888888888889,288,288
110101,0.042751241475343704,0.002388689201325178,0.04036255180835724,0.9791666666666666,0.1284722222222222,288,288
46443,0.04006693512201309,0.0,0.04006693512201309,0.9375,0.0,288,288
64471,0.03965082764625549,0.0,0.03965082764625549,1.0,0.0,288,288
1736,0.039283279329538345,2.1596750229946338e-05,0.03926168382167816,0.90625,0.006944444444444444,288,288
65530,0.038961827754974365,2.4004115402931347e-05,0.03893782198429108,0.9583333333333334,0.006944444444444444,288,288
59586,0.03899921104311943,7.030036795185879e-05,0.038928911089897156,0.9583333333333334,0.010416666666666666,288,288
