feature_id,delta_surprise_vs_neutral,mean_surprise,mean_afraid,mean_neutral_from_s,specificity,paired_t,subcat_coverage,epistemic_verdict,verdict
110120,0.5994654893875122,0.9036670327186584,0.9131571650505066,0.30420154333114624,0.4973879896801569,1.9620541364993178,2,narrow_or_none,conflate
26093,0.5501088500022888,0.5529200434684753,0.5585750937461853,0.002811176935210824,0.4974556590489448,0.0,0,narrow_or_none,conflate
4689,0.3255135715007782,0.3256644010543823,0.35208743810653687,0.00015083949256222695,0.480506140642016,0.0,0,narrow_or_none,conflate
128136,0.3239213228225708,0.6124945878982544,0.6210123896598816,0.2885732650756836,0.4965469206861187,0.17254094859138389,1,narrow_or_none,conflate
49061,0.2681080400943756,0.2690433859825134,0.30608347058296204,0.0009353425703011453,0.4677975217357328,1.0000000399827245,0,narrow_or_none,conflate
50719,0.2523852586746216,0.256030410528183,0.23789341747760773,0.003645138582214713,0.5183590619688009,0.0,0,narrow_or_none,conflate
108069,0.24518278241157532,0.2452848255634308,0.24482154846191406,0.00010204315185546875,0.5004716079843076,0.0,0,narrow_or_none,conflate
75406,0.2158389687538147,0.2162151336669922,0.21246559917926788,0.00037617154885083437,0.5043721649425503,0.0,0,narrow_or_none,conflate
103338,0.1751583367586136,0.17529639601707458,0.20160119235515594,0.0001380642206640914,0.46510228858684216,0.0,0,narrow_or_none,conflate
130721,0.14445942640304565,0.14459265768527985,0.16294018924236298,0.00013323624443728477,0.4701682729553339,0.0,0,narrow_or_none,conflate
118105,0.12509217858314514,0.12546220421791077,0.136585533618927,0.000370025634765625,0.4787743121893175,0.0,0,narrow_or_none,conflate
20787,0.11916819959878922,0.11933641880750656,0.14732049405574799,0.00016822252655401826,0.44752626136657625,0.0,0,narrow_or_none,conflate
74718,0.11097896099090576,0.11103635281324387,0.10780897736549377,5.7392651797272265e-05,0.5073713263665766,0.0,0,narrow_or_none,conflate
66039,0.09962989389896393,0.11626561731100082,0.0801195278763771,0.016635725274682045,0.5920255586261867,0.0,0,narrow_or_none,conflate
62780,0.09595352411270142,0.10903193801641464,0.10081714391708374,0.01307841669768095,0.5195706239989314,-1.0000000659906867,0,narrow_or_none,conflate
48382,0.09523952007293701,0.09525939077138901,0.09844503551721573,1.986821553146001e-05,0.49177450831687364,0.0,0,narrow_or_none,conflate
112390,0.09279817342758179,0.1101769357919693,0.11628225445747375,0.017378758639097214,0.48651789822577995,1.0567778653766708,0,narrow_or_none,conflate
118471,0.08848122507333755,0.08868900686502457,0.08216706663370132,0.00020778179168701172,0.5190830268182367,0.0,0,narrow_or_none,conflate
36835,0.07700056582689285,0.07807554304599762,0.07746574282646179,0.0010749796638265252,0.5019570247927146,0.9999999784703798,0,narrow_or_none,conflate
121369,0.07676278054714203,0.09767775982618332,0.09903282672166824,0.02091498300433159,0.4965531595792527,0.0,0,narrow_or_none,conflate
81545,0.07477317750453949,0.07496918737888336,0.06747477501630783,0.0001960065565072,0.5263028338685163,0.0,0,narrow_or_none,conflate
41601,0.0723370686173439,0.07266733050346375,0.07324874401092529,0.0003302594122942537,0.49800429967020715,0.0,0,narrow_or_none,conflate
19933,0.07055768370628357,0.07082562893629074,0.06907849758863449,0.0002679427561815828,0.5062404123102136,0.0,0,narrow_or_none,conflate
32849,0.06433679908514023,0.06465620547533035,0.06211447715759277,0.0003194097080267966,0.5100208826804581,0.0,0,narrow_or_none,conflate
93796,0.0625050887465477,0.06262320280075073,0.07180500775575638,0.00011811157310148701,0.46584520240433286,0.0,0,narrow_or_none,conflate
76849,0.061493873596191406,0.06168248876929283,0.06565255671739578,0.00018861558055505157,0.4844071333732518,0.0,0,narrow_or_none,conflate
118084,0.06122049689292908,0.06132075563073158,0.06257086247205734,0.00010025832307292148,0.49495084186417077,0.0,0,narrow_or_none,conflate
85437,0.060709066689014435,0.060826368629932404,0.0635346993803978,0.00011730194091796875,0.4891070854891206,0.0,0,narrow_or_none,conflate
112689,0.05244716256856918,0.1530550867319107,0.16052500903606415,0.10060792416334152,0.4880877348714903,0.0,0,narrow_or_none,conflate
82035,0.05045418441295624,0.0504956915974617,0.05025870352983475,4.1508013964630663e-05,0.5011710939514892,0.0,0,narrow_or_none,conflate
9417,0.049865007400512695,0.04987563192844391,0.04954507574439049,1.0622872650856152e-05,0.5016573653368431,0.0,0,narrow_or_none,conflate
53458,0.047840576618909836,0.04787791520357132,0.04793402925133705,3.733899939106777e-05,0.49970195025269987,0.0,0,narrow_or_none,conflate
124529,0.04715638980269432,0.055604830384254456,0.05348777770996094,0.00844844151288271,0.5096983348119994,0.6581696699191656,0,narrow_or_none,conflate
24411,0.04699266329407692,0.10791190713644028,0.1078668162226677,0.06091924384236336,0.5001021664897104,0.0,0,narrow_or_none,conflate
92068,0.04638710245490074,0.046704068779945374,0.015865378081798553,0.0003169675765093416,0.746423769086115,0.0,0,narrow_or_none,surprise_affective
67674,0.04620739817619324,0.04630459472537041,0.041310932487249374,9.719696390675381e-05,0.5284915551720356,0.0,0,narrow_or_none,conflate
105192,0.04568872228264809,0.04599165916442871,0.025793036445975304,0.0003029372892342508,0.6406799958314128,0.0,0,narrow_or_none,other
22433,0.04283180832862854,0.04467303305864334,0.06422974169254303,0.0018412239151075482,0.41020647044336433,-0.9999999839043355,0,narrow_or_none,conflate
78408,0.04199059307575226,0.047011587768793106,0.04498232901096344,0.0050209942273795605,0.5110237545118144,0.0,0,narrow_or_none,conflate
118687,0.041358109563589096,0.04156164824962616,0.038193777203559875,0.000203539922949858,0.5211072087730568,0.0,0,narrow_or_none,conflate
13276,0.04099303483963013,0.043653395026922226,0.048630647361278534,0.0026603606529533863,0.47302784825402644,0.0,0,narrow_or_none,conflate
75516,0.040878571569919586,0.04523017629981041,0.055605292320251465,0.004351606126874685,0.448549784802873,0.0,0,narrow_or_none,conflate
111982,0.04087034612894058,0.04102335870265961,0.040331609547138214,0.00015301340317819268,0.5042452273040405,1.0000001960798928,0,narrow_or_none,conflate
11273,0.04062797874212265,0.040885500609874725,0.02953595295548439,0.0002575218677520752,0.5805747817623093,0.0,0,narrow_or_none,conflate
110101,0.04036255180835724,0.042751241475343704,0.026711992919445038,0.002388689201325178,0.6154424913456029,0.0,0,narrow_or_none,other
